slac_date & time,slac_unix_date,slac_power
2021-11-21 18:23:00,1637547780,-1800.100
2021-11-21 18:23:02,1637547782,-1800.100
2021-11-21 18:23:04,1637547784,-1800.100
2021-11-21 18:23:06,1637547786,-1800.100
2021-11-21 18:23:09,1637547789,-1800.100
2021-11-21 18:23:11,1637547791,0.000
2021-11-21 18:23:13,1637547793,0.000
2021-11-21 18:23:15,1637547795,0.000
2021-11-21 18:23:17,1637547797,0.000
2021-11-21 18:23:19,1637547799,0.000
2021-11-21 18:23:21,1637547801,0.000
2021-11-21 18:23:24,1637547804,0.000
2021-11-21 18:23:26,1637547806,0.000
2021-11-21 18:23:28,1637547808,0.000
2021-11-21 18:23:30,1637547810,0.000
2021-11-21 18:23:32,1637547812,0.000
2021-11-21 18:23:34,1637547814,0.000
